f_timeline.dt_timeline_id;f_timeline.dt_timeline
2003-10-26;37919
2003-10-27;37920
2003-10-28;37921
2003-10-29;37922
2003-10-30;37923
2003-10-31;37924
2003-11-01;37925
2003-11-02;37926
2003-11-03;37927
2003-11-04;37928
2003-11-05;37929
2003-11-06;37930
2003-11-07;37931
2003-11-08;37932
2003-11-09;37933
2003-11-10;37934
2003-11-11;37935
2003-11-12;37936
2003-11-13;37937
2003-11-14;37938
2003-11-15;37939
2003-11-16;37940
2003-11-17;37941
2003-11-18;37942
2003-11-19;37943
2003-11-20;37944
2003-11-21;37945
2003-11-22;37946
2003-11-23;37947
2003-11-24;37948
2003-11-25;37949
2003-11-26;37950
2003-11-27;37951
2003-11-28;37952
2003-11-29;37953
2003-11-30;37954
2003-12-01;37955
2003-12-02;37956
2003-12-03;37957
2003-12-04;37958
2003-12-05;37959
2003-12-06;37960
2003-12-07;37961
2003-12-08;37962
2003-12-09;37963
2003-12-10;37964
2003-12-11;37965
2003-12-12;37966
2003-12-13;37967
2003-12-14;37968
2003-12-15;37969
2003-12-16;37970
2003-12-17;37971
2003-12-18;37972
2003-12-19;37973
2003-12-20;37974
2003-12-21;37975
2003-12-22;37976
2003-12-23;37977
2003-12-24;37978
2003-12-25;37979
2003-12-26;37980
2003-12-27;37981
2003-12-28;37982
2003-12-29;37983
2003-12-30;37984
2003-12-31;37985
2004-01-01;37986
2004-01-02;37987
2004-01-03;37988
2004-01-04;37989
2004-01-05;37990
2004-01-06;37991
2004-01-07;37992
2004-01-08;37993
2004-01-09;37994
2004-01-10;37995
2004-01-11;37996
2004-01-12;37997
2004-01-13;37998
2004-01-14;37999
2004-01-15;38000
2004-01-16;38001
2004-01-17;38002
2004-01-18;38003
2004-01-19;38004
2004-01-20;38005
2004-01-21;38006
2004-01-22;38007
2004-01-23;38008
2004-01-24;38009
2004-01-25;38010
2004-01-26;38011
2004-01-27;38012
2004-01-28;38013
2004-01-29;38014
2004-01-30;38015
2004-01-31;38016
2004-02-01;38017
2004-02-02;38018
2004-02-03;38019
2004-02-04;38020
2004-02-05;38021
2004-02-06;38022
2004-02-07;38023
2004-02-08;38024
2004-02-09;38025
2004-02-10;38026
2004-02-11;38027
2004-02-12;38028
2004-02-13;38029
2004-02-14;38030
2004-02-15;38031
2004-02-16;38032
2004-02-17;38033
2004-02-18;38034
2004-02-19;38035
2004-02-20;38036
2004-02-21;38037
2004-02-22;38038
2004-02-23;38039
2004-02-24;38040
2004-02-25;38041
2004-02-26;38042
2004-02-27;38043
2004-02-28;38044
2004-02-29;38045
2004-03-01;38046
2004-03-02;38047
2004-03-03;38048
2004-03-04;38049
2004-03-05;38050
2004-03-06;38051
2004-03-07;38052
2004-03-08;38053
2004-03-09;38054
2004-03-10;38055
2004-03-11;38056
2004-03-12;38057
2004-03-13;38058
2004-03-14;38059
2004-03-15;38060
2004-03-16;38061
2004-03-17;38062
2004-03-18;38063
2004-03-19;38064
2004-03-20;38065
2004-03-21;38066
2004-03-22;38067
2004-03-23;38068
2004-03-24;38069
2004-03-25;38070
2004-03-26;38071
2004-03-27;38072
2004-03-28;38073
2004-03-29;38074
2004-03-30;38075
2004-03-31;38076
2004-04-01;38077
2004-04-02;38078
2004-04-03;38079
2004-04-04;38080
2004-04-05;38081
2004-04-06;38082
2004-04-07;38083
2004-04-08;38084
2004-04-09;38085
2004-04-10;38086
2004-04-11;38087
2004-04-12;38088
2004-04-13;38089
2004-04-14;38090
2004-04-15;38091
2004-04-16;38092
2004-04-17;38093
2004-04-18;38094
2004-04-19;38095
2004-04-20;38096
2004-04-21;38097
2004-04-22;38098
2004-04-23;38099
2004-04-24;38100
2004-04-25;38101
2004-04-26;38102
2004-04-27;38103
2004-04-28;38104
2004-04-29;38105
2004-04-30;38106
2004-05-01;38107
2004-05-02;38108
2004-05-03;38109
2004-05-04;38110
2004-05-05;38111
2004-05-06;38112
2004-05-07;38113
2004-05-08;38114
2004-05-09;38115
2004-05-10;38116
2004-05-11;38117
2004-05-12;38118
2004-05-13;38119
2004-05-14;38120
2004-05-15;38121
2004-05-16;38122
2004-05-17;38123
2004-05-18;38124
2004-05-19;38125
2004-05-20;38126
2004-05-21;38127
2004-05-22;38128
2004-05-23;38129
2004-05-24;38130
2004-05-25;38131
2004-05-26;38132
2004-05-27;38133
2004-05-28;38134
2004-05-29;38135
2004-05-30;38136
2004-05-31;38137
2004-06-01;38138
2004-06-02;38139
2004-06-03;38140
2004-06-04;38141
2004-06-05;38142
2004-06-06;38143
2004-06-07;38144
2004-06-08;38145
2004-06-09;38146
2004-06-10;38147
2004-06-11;38148
2004-06-12;38149
2004-06-13;38150
2004-06-14;38151
2004-06-15;38152
2004-06-16;38153
2004-06-17;38154
2004-06-18;38155
2004-06-19;38156
2004-06-20;38157
2004-06-21;38158
2004-06-22;38159
2004-06-23;38160
2004-06-24;38161
2004-06-25;38162
2004-06-26;38163
2004-06-27;38164
2004-06-28;38165
2004-06-29;38166
2004-06-30;38167
2004-07-01;38168
2004-07-02;38169
2004-07-03;38170
2004-07-04;38171
2004-07-05;38172
2004-07-06;38173
2004-07-07;38174
2004-07-08;38175
2004-07-09;38176
2004-07-10;38177
2004-07-11;38178
2004-07-12;38179
2004-07-13;38180
2004-07-14;38181
2004-07-15;38182
2004-07-16;38183
2004-07-17;38184
2004-07-18;38185
2004-07-19;38186
2004-07-20;38187
2004-07-21;38188
2004-07-22;38189
2004-07-23;38190
2004-07-24;38191
2004-07-25;38192
2004-07-26;38193
2004-07-27;38194
2004-07-28;38195
2004-07-29;38196
2004-07-30;38197
2004-07-31;38198
2004-08-01;38199
2004-08-02;38200
2004-08-03;38201
2004-08-04;38202
2004-08-05;38203
2004-08-06;38204
2004-08-07;38205
2004-08-08;38206
2004-08-09;38207
2004-08-10;38208
2004-08-11;38209
2004-08-12;38210
2004-08-13;38211
2004-08-14;38212
2004-08-15;38213
2004-08-16;38214
2004-08-17;38215
2004-08-18;38216
2004-08-19;38217
2004-08-20;38218
2004-08-21;38219
2004-08-22;38220
2004-08-23;38221
2004-08-24;38222
2004-08-25;38223
2004-08-26;38224
2004-08-27;38225
2004-08-28;38226
2004-08-29;38227
2004-08-30;38228
2004-08-31;38229
2004-09-01;38230
2004-09-02;38231
2004-09-03;38232
2004-09-04;38233
2004-09-05;38234
2004-09-06;38235
2004-09-07;38236
2004-09-08;38237
2004-09-09;38238
2004-09-10;38239
2004-09-11;38240
2004-09-12;38241
2004-09-13;38242
2004-09-14;38243
2004-09-15;38244
2004-09-16;38245
2004-09-17;38246
2004-09-18;38247
2004-09-19;38248
2004-09-20;38249
2004-09-21;38250
2004-09-22;38251
2004-09-23;38252
2004-09-24;38253
2004-09-25;38254
2004-09-26;38255
2004-09-27;38256
2004-09-28;38257
2004-09-29;38258
2004-09-30;38259
2004-10-01;38260
2004-10-02;38261
2004-10-03;38262
2004-10-04;38263
2004-10-05;38264
2004-10-06;38265
2004-10-07;38266
2004-10-08;38267
2004-10-09;38268
2004-10-10;38269
2004-10-11;38270
2004-10-12;38271
2004-10-13;38272
2004-10-14;38273
2004-10-15;38274
2004-10-16;38275
2004-10-17;38276
2004-10-18;38277
2004-10-19;38278
2004-10-20;38279
2004-10-21;38280
2004-10-22;38281
2004-10-23;38282
2004-10-24;38283
2004-10-25;38284
2004-10-26;38285
2004-10-27;38286
2004-10-28;38287
2004-10-29;38288
2004-10-30;38289
2004-10-31;38290
2004-11-01;38291
2004-11-02;38292
2004-11-03;38293
2004-11-04;38294
2004-11-05;38295
2004-11-06;38296
2004-11-07;38297
2004-11-08;38298
2004-11-09;38299
2004-11-10;38300
2004-11-11;38301
2004-11-12;38302
2004-11-13;38303
2004-11-14;38304
2004-11-15;38305
2004-11-16;38306
2004-11-17;38307
2004-11-18;38308
2004-11-19;38309
2004-11-20;38310
2004-11-21;38311
2004-11-22;38312
2004-11-23;38313
2004-11-24;38314
2004-11-25;38315
2004-11-26;38316
2004-11-27;38317
2004-11-28;38318
2004-11-29;38319
2004-11-30;38320
2004-12-01;38321
2004-12-02;38322
2004-12-03;38323
2004-12-04;38324
2004-12-05;38325
2004-12-06;38326
2004-12-07;38327
2004-12-08;38328
2004-12-09;38329
2004-12-10;38330
2004-12-11;38331
2004-12-12;38332
2004-12-13;38333
2004-12-14;38334
2004-12-15;38335
2004-12-16;38336
2004-12-17;38337
2004-12-18;38338
2004-12-19;38339
2004-12-20;38340
2004-12-21;38341
2004-12-22;38342
2004-12-23;38343
2004-12-24;38344
2004-12-25;38345
2004-12-26;38346
2004-12-27;38347
2004-12-28;38348
2004-12-29;38349
2004-12-30;38350
2004-12-31;38351
2005-01-01;38352
2005-01-02;38353
2005-01-03;38354
2005-01-04;38355
2005-01-05;38356
2005-01-06;38357
2005-01-07;38358
2005-01-08;38359
2005-01-09;38360
2005-01-10;38361
2005-01-11;38362
2005-01-12;38363
2005-01-13;38364
2005-01-14;38365
2005-01-15;38366
2005-01-16;38367
2005-01-17;38368
2005-01-18;38369
2005-01-19;38370
2005-01-20;38371
2005-01-21;38372
2005-01-22;38373
2005-01-23;38374
2005-01-24;38375
2005-01-25;38376
2005-01-26;38377
2005-01-27;38378
2005-01-28;38379
2005-01-29;38380
2005-01-30;38381
2005-01-31;38382
2005-02-01;38383
2005-02-02;38384
2005-02-03;38385
2005-02-04;38386
2005-02-05;38387
2005-02-06;38388
2005-02-07;38389
2005-02-08;38390
2005-02-09;38391
2005-02-10;38392
2005-02-11;38393
2005-02-12;38394
2005-02-13;38395
2005-02-14;38396
2005-02-15;38397
2005-02-16;38398
2005-02-17;38399
2005-02-18;38400
2005-02-19;38401
2005-02-20;38402
2005-02-21;38403
2005-02-22;38404
2005-02-23;38405
2005-02-24;38406
2005-02-25;38407
2005-02-26;38408
2005-02-27;38409
2005-02-28;38410
2005-03-01;38411
2005-03-02;38412
2005-03-03;38413
2005-03-04;38414
2005-03-05;38415
2005-03-06;38416
2005-03-07;38417
2005-03-08;38418
2005-03-09;38419
2005-03-10;38420
2005-03-11;38421
2005-03-12;38422
2005-03-13;38423
2005-03-14;38424
2005-03-15;38425
2005-03-16;38426
2005-03-17;38427
2005-03-18;38428
2005-03-19;38429
2005-03-20;38430
2005-03-21;38431
2005-03-22;38432
2005-03-23;38433
2005-03-24;38434
2005-03-25;38435
2005-03-26;38436
2005-03-27;38437
2005-03-28;38438
2005-03-29;38439
2005-03-30;38440
2005-03-31;38441
2005-04-01;38442
2005-04-02;38443
2005-04-03;38444
2005-04-04;38445
2005-04-05;38446
2005-04-06;38447
2005-04-07;38448
2005-04-08;38449
2005-04-09;38450
2005-04-10;38451
2005-04-11;38452
2005-04-12;38453
2005-04-13;38454
2005-04-14;38455
2005-04-15;38456
2005-04-16;38457
2005-04-17;38458
2005-04-18;38459
2005-04-19;38460
2005-04-20;38461
2005-04-21;38462
2005-04-22;38463
2005-04-23;38464
2005-04-24;38465
2005-04-25;38466
2005-04-26;38467
2005-04-27;38468
2005-04-28;38469
2005-04-29;38470
2005-04-30;38471
2005-05-01;38472
2005-05-02;38473
2005-05-03;38474
2005-05-04;38475
2005-05-05;38476
2005-05-06;38477
2005-05-07;38478
2005-05-08;38479
2005-05-09;38480
2005-05-10;38481
2005-05-11;38482
2005-05-12;38483
2005-05-13;38484
2005-05-14;38485
2005-05-15;38486
2005-05-16;38487
2005-05-17;38488
2005-05-18;38489
2005-05-19;38490
2005-05-20;38491
2005-05-21;38492
2005-05-22;38493
2005-05-23;38494
2005-05-24;38495
2005-05-25;38496
2005-05-26;38497
2005-05-27;38498
2005-05-28;38499
2005-05-29;38500
2005-05-30;38501
2005-05-31;38502
2005-06-01;38503
2005-06-02;38504
2005-06-03;38505
2005-06-04;38506
2005-06-05;38507
2005-06-06;38508
2005-06-07;38509
2005-06-08;38510
2005-06-09;38511
2005-06-10;38512
2005-06-11;38513
2005-06-12;38514
2005-06-13;38515
2005-06-14;38516
2005-06-15;38517
2005-06-16;38518
2005-06-17;38519
2005-06-18;38520
2005-06-19;38521
2005-06-20;38522
2005-06-21;38523
2005-06-22;38524
2005-06-23;38525
2005-06-24;38526
2005-06-25;38527
2005-06-26;38528
2005-06-27;38529
2005-06-28;38530
2005-06-29;38531
2005-06-30;38532
2005-07-01;38533
2005-07-02;38534
2005-07-03;38535
2005-07-04;38536
2005-07-05;38537
2005-07-06;38538
2005-07-07;38539
2005-07-08;38540
2005-07-09;38541
2005-07-10;38542
2005-07-11;38543
2005-07-12;38544
2005-07-13;38545
2005-07-14;38546
2005-07-15;38547
2005-07-16;38548
2005-07-17;38549
2005-07-18;38550
2005-07-19;38551
2005-07-20;38552
2005-07-21;38553
2005-07-22;38554
2005-07-23;38555
2005-07-24;38556
2005-07-25;38557
2005-07-26;38558
2005-07-27;38559
2005-07-28;38560
2005-07-29;38561
2005-07-30;38562
2005-07-31;38563
2005-08-01;38564
2005-08-02;38565
2005-08-03;38566
2005-08-04;38567
2005-08-05;38568
2005-08-06;38569
2005-08-07;38570
2005-08-08;38571
2005-08-09;38572
2005-08-10;38573
2005-08-11;38574
2005-08-12;38575
2005-08-13;38576
2005-08-14;38577
2005-08-15;38578
2005-08-16;38579
2005-08-17;38580
2005-08-18;38581
2005-08-19;38582
2005-08-20;38583
2005-08-21;38584
2005-08-22;38585
2005-08-23;38586
2005-08-24;38587
2005-08-25;38588
2005-08-26;38589
2005-08-27;38590
2005-08-28;38591
2005-08-29;38592
2005-08-30;38593
2005-08-31;38594
2005-09-01;38595
2005-09-02;38596
2005-09-03;38597
2005-09-04;38598
2005-09-05;38599
2005-09-06;38600
2005-09-07;38601
2005-09-08;38602
2005-09-09;38603
2005-09-10;38604
2005-09-11;38605
2005-09-12;38606
2005-09-13;38607
2005-09-14;38608
2005-09-15;38609
2005-09-16;38610
2005-09-17;38611
2005-09-18;38612
2005-09-19;38613
2005-09-20;38614
2005-09-21;38615
2005-09-22;38616
2005-09-23;38617
2005-09-24;38618
2005-09-25;38619
2005-09-26;38620
2005-09-27;38621
2005-09-28;38622
2005-09-29;38623
2005-09-30;38624
2005-10-01;38625
2005-10-02;38626
2005-10-03;38627
2005-10-04;38628
2005-10-05;38629
2005-10-06;38630
2005-10-07;38631
2005-10-08;38632
2005-10-09;38633
2005-10-10;38634
2005-10-11;38635
2005-10-12;38636
2005-10-13;38637
2005-10-14;38638
2005-10-15;38639
2005-10-16;38640
2005-10-17;38641
2005-10-18;38642
2005-10-19;38643
2005-10-20;38644
2005-10-21;38645
2005-10-22;38646
2005-10-23;38647
2005-10-24;38648
2005-10-25;38649
2005-10-26;38650
2005-10-27;38651
2005-10-28;38652
2005-10-29;38653
2005-10-30;38654
2005-10-31;38655
2005-11-01;38656
2005-11-02;38657
2005-11-03;38658
2005-11-04;38659
2005-11-05;38660
2005-11-06;38661
2005-11-07;38662
2005-11-08;38663
2005-11-09;38664
2005-11-10;38665
2005-11-11;38666
2005-11-12;38667
2005-11-13;38668
2005-11-14;38669
2005-11-15;38670
2005-11-16;38671
2005-11-17;38672
2005-11-18;38673
2005-11-19;38674
2005-11-20;38675
2005-11-21;38676
2005-11-22;38677
2005-11-23;38678
2005-11-24;38679
2005-11-25;38680
2005-11-26;38681
2005-11-27;38682
2005-11-28;38683
2005-11-29;38684
2005-11-30;38685
2005-12-01;38686
2005-12-02;38687
2005-12-03;38688
2005-12-04;38689
2005-12-05;38690
2005-12-06;38691
2005-12-07;38692
2005-12-08;38693
2005-12-09;38694
2005-12-10;38695
2005-12-11;38696
2005-12-12;38697
2005-12-13;38698
2005-12-14;38699
2005-12-15;38700
2005-12-16;38701
2005-12-17;38702
2005-12-18;38703
2005-12-19;38704
2005-12-20;38705
2005-12-21;38706
2005-12-22;38707
2005-12-23;38708
2005-12-24;38709
2005-12-25;38710
2005-12-26;38711
2005-12-27;38712
2005-12-28;38713
2005-12-29;38714
2005-12-30;38715
2005-12-31;38716
2006-01-01;38717
2006-01-02;38718
2006-01-03;38719
2006-01-04;38720
2006-01-05;38721
2006-01-06;38722
2006-01-07;38723
2006-01-08;38724
2006-01-09;38725
2006-01-10;38726
2006-01-11;38727
2006-01-12;38728
2006-01-13;38729
2006-01-14;38730
2006-01-15;38731
2006-01-16;38732
2006-01-17;38733
2006-01-18;38734
2006-01-19;38735
2006-01-20;38736
2006-01-21;38737
2006-01-22;38738
2006-01-23;38739
2006-01-24;38740
2006-01-25;38741
2006-01-26;38742
2006-01-27;38743
2006-01-28;38744
2006-01-29;38745
2006-01-30;38746
2006-01-31;38747
2006-02-01;38748
2006-02-02;38749
2006-02-03;38750
2006-02-04;38751
2006-02-05;38752
2006-02-06;38753
2006-02-07;38754
2006-02-08;38755
2006-02-09;38756
2006-02-10;38757
2006-02-11;38758
2006-02-12;38759
2006-02-13;38760
2006-02-14;38761
2006-02-15;38762
2006-02-16;38763
2006-02-17;38764
2006-02-18;38765
2006-02-19;38766
2006-02-20;38767
2006-02-21;38768
2006-02-22;38769
2006-02-23;38770
2006-02-24;38771
2006-02-25;38772
2006-02-26;38773
2006-02-27;38774
2006-02-28;38775
2006-03-01;38776
2006-03-02;38777
2006-03-03;38778
2006-03-04;38779
2006-03-05;38780
2006-03-06;38781
2006-03-07;38782
2006-03-08;38783
2006-03-09;38784
2006-03-10;38785
2006-03-11;38786
2006-03-12;38787
2006-03-13;38788
2006-03-14;38789
2006-03-15;38790
2006-03-16;38791
2006-03-17;38792
2006-03-18;38793
2006-03-19;38794
2006-03-20;38795
2006-03-21;38796
2006-03-22;38797
2006-03-23;38798
2006-03-24;38799
2006-03-25;38800
2006-03-26;38801
2006-03-27;38802
2006-03-28;38803
2006-03-29;38804
2006-03-30;38805
2006-03-31;38806
2006-04-01;38807
2006-04-02;38808
2006-04-03;38809
2006-04-04;38810
2006-04-05;38811
2006-04-06;38812
2006-04-07;38813
2006-04-08;38814
2006-04-09;38815
2006-04-10;38816
2006-04-11;38817
2006-04-12;38818
2006-04-13;38819
2006-04-14;38820
2006-04-15;38821
2006-04-16;38822
2006-04-17;38823
2006-04-18;38824
2006-04-19;38825
2006-04-20;38826
2006-04-21;38827
2006-04-22;38828
2006-04-23;38829
2006-04-24;38830
2006-04-25;38831
2006-04-26;38832
2006-04-27;38833
2006-04-28;38834
2006-04-29;38835
2006-04-30;38836
2006-05-01;38837
2006-05-02;38838
2006-05-03;38839
2006-05-04;38840
2006-05-05;38841
2006-05-06;38842
2006-05-07;38843
2006-05-08;38844
2006-05-09;38845
2006-05-10;38846
2006-05-11;38847
2006-05-12;38848
2006-05-13;38849
2006-05-14;38850
2006-05-15;38851
2006-05-16;38852
2006-05-17;38853
2006-05-18;38854
2006-05-19;38855
2006-05-20;38856
2006-05-21;38857
2006-05-22;38858
2006-05-23;38859
2006-05-24;38860
2006-05-25;38861
2006-05-26;38862
2006-05-27;38863
2006-05-28;38864
2006-05-29;38865
2006-05-30;38866
2006-05-31;38867
2006-06-01;38868
2006-06-02;38869
2006-06-03;38870
2006-06-04;38871
2006-06-05;38872
2006-06-06;38873
2006-06-07;38874
2006-06-08;38875
2006-06-09;38876
2006-06-10;38877
2006-06-11;38878
2006-06-12;38879
2006-06-13;38880
2006-06-14;38881
2006-06-15;38882
2006-06-16;38883
2006-06-17;38884
2006-06-18;38885
2006-06-19;38886
2006-06-20;38887
2006-06-21;38888
2006-06-22;38889
2006-06-23;38890
2006-06-24;38891
2006-06-25;38892
2006-06-26;38893
2006-06-27;38894
2006-06-28;38895
2006-06-29;38896
2006-06-30;38897
2006-07-01;38898
2006-07-02;38899
2006-07-03;38900
2006-07-04;38901
2006-07-05;38902
2006-07-06;38903
2006-07-07;38904
2006-07-08;38905
2006-07-09;38906
2006-07-10;38907
2006-07-11;38908
2006-07-12;38909
2006-07-13;38910
2006-07-14;38911
2006-07-15;38912
2006-07-16;38913
2006-07-17;38914
2006-07-18;38915
2006-07-19;38916
2006-07-20;38917
2006-07-21;38918
2006-07-22;38919
2006-07-23;38920
2006-07-24;38921
2006-07-25;38922
2006-07-26;38923
2006-07-27;38924
2006-07-28;38925
2006-07-29;38926
2006-07-30;38927
2006-07-31;38928
2006-08-01;38929
2006-08-02;38930
2006-08-03;38931
2006-08-04;38932
2006-08-05;38933
2006-08-06;38934
2006-08-07;38935
2006-08-08;38936
2006-08-09;38937
2006-08-10;38938
2006-08-11;38939
2006-08-12;38940
2006-08-13;38941
2006-08-14;38942
2006-08-15;38943
2006-08-16;38944
2006-08-17;38945
2006-08-18;38946
2006-08-19;38947
2006-08-20;38948
2006-08-21;38949
2006-08-22;38950
2006-08-23;38951
2006-08-24;38952
2006-08-25;38953
2006-08-26;38954
2006-08-27;38955
2006-08-28;38956
2006-08-29;38957
2006-08-30;38958
2006-08-31;38959
2006-09-01;38960
2006-09-02;38961
2006-09-03;38962
2006-09-04;38963
2006-09-05;38964
2006-09-06;38965
2006-09-07;38966
2006-09-08;38967
2006-09-09;38968
2006-09-10;38969
2006-09-11;38970
2006-09-12;38971
2006-09-13;38972
2006-09-14;38973
2006-09-15;38974
2006-09-16;38975
2006-09-17;38976
2006-09-18;38977
2006-09-19;38978
2006-09-20;38979
2006-09-21;38980
2006-09-22;38981
2006-09-23;38982
2006-09-24;38983
2006-09-25;38984
2006-09-26;38985
2006-09-27;38986
2006-09-28;38987
2006-09-29;38988
2006-09-30;38989
2006-10-01;38990
2006-10-02;38991
2006-10-03;38992
2006-10-04;38993
2006-10-05;38994
2006-10-06;38995
2006-10-07;38996
2006-10-08;38997
2006-10-09;38998
2006-10-10;38999
2006-10-11;39000
2006-10-12;39001
2006-10-13;39002
2006-10-14;39003
2006-10-15;39004
2006-10-16;39005
2006-10-17;39006
2006-10-18;39007
2006-10-19;39008
2006-10-20;39009
2006-10-21;39010
2006-10-22;39011
2006-10-23;39012
2006-10-24;39013
2006-10-25;39014
2006-10-26;39015
2006-10-27;39016
2006-10-28;39017
2006-10-29;39018
2006-10-30;39019
2006-10-31;39020
2006-11-01;39021
2006-11-02;39022
2006-11-03;39023
2006-11-04;39024
2006-11-05;39025
2006-11-06;39026
2006-11-07;39027
2006-11-08;39028
2006-11-09;39029
2006-11-10;39030
2006-11-11;39031
2006-11-12;39032
2006-11-13;39033
2006-11-14;39034
2006-11-15;39035
2006-11-16;39036
2006-11-17;39037
2006-11-18;39038
2006-11-19;39039
2006-11-20;39040
2006-11-21;39041
2006-11-22;39042
2006-11-23;39043
2006-11-24;39044
2006-11-25;39045
2006-11-26;39046
2006-11-27;39047
2006-11-28;39048
2006-11-29;39049
2006-11-30;39050
2006-12-01;39051
2006-12-02;39052
2006-12-03;39053
2006-12-04;39054
2006-12-05;39055
2006-12-06;39056
2006-12-07;39057
2006-12-08;39058
2006-12-09;39059
2006-12-10;39060
2006-12-11;39061
2006-12-12;39062
2006-12-13;39063
2006-12-14;39064
2006-12-15;39065
2006-12-16;39066
2006-12-17;39067
2006-12-18;39068
2006-12-19;39069
2006-12-20;39070
2006-12-21;39071
2006-12-22;39072
2006-12-23;39073
2006-12-24;39074
2006-12-25;39075
2006-12-26;39076
2006-12-27;39077
2006-12-28;39078
2006-12-29;39079
2006-12-30;39080
2006-12-31;39081
2007-01-01;39082
2007-01-02;39083
2007-01-03;39084
2007-01-04;39085
2007-01-05;39086
2007-01-06;39087
2007-01-07;39088
2007-01-08;39089
2007-01-09;39090
2007-01-10;39091
2007-01-11;39092
2007-01-12;39093
2007-01-13;39094
2007-01-14;39095
2007-01-15;39096
2007-01-16;39097
2007-01-17;39098
2007-01-18;39099
2007-01-19;39100
2007-01-20;39101
2007-01-21;39102
2007-01-22;39103
2007-01-23;39104
2007-01-24;39105
2007-01-25;39106
2007-01-26;39107
2007-01-27;39108
2007-01-28;39109
2007-01-29;39110
2007-01-30;39111
2007-01-31;39112
2007-02-01;39113
2007-02-02;39114
2007-02-03;39115
2007-02-04;39116
2007-02-05;39117
2007-02-06;39118
2007-02-07;39119
2007-02-08;39120
2007-02-09;39121
2007-02-10;39122
2007-02-11;39123
2007-02-12;39124
2007-02-13;39125
2007-02-14;39126
2007-02-15;39127
2007-02-16;39128
2007-02-17;39129
2007-02-18;39130
2007-02-19;39131
2007-02-20;39132
2007-02-21;39133
2007-02-22;39134
2007-02-23;39135
2007-02-24;39136
2007-02-25;39137
2007-02-26;39138
2007-02-27;39139
2007-02-28;39140
2007-03-01;39141
2007-03-02;39142
2007-03-03;39143
2007-03-04;39144
2007-03-05;39145
2007-03-06;39146
2007-03-07;39147
2007-03-08;39148
2007-03-09;39149
2007-03-10;39150
2007-03-11;39151
2007-03-12;39152
2007-03-13;39153
2007-03-14;39154
2007-03-15;39155
2007-03-16;39156
2007-03-17;39157
2007-03-18;39158
2007-03-19;39159
2007-03-20;39160
2007-03-21;39161
2007-03-22;39162
2007-03-23;39163
2007-03-24;39164
2007-03-25;39165
2007-03-26;39166
2007-03-27;39167
2007-03-28;39168
2007-03-29;39169
2007-03-30;39170
2007-03-31;39171
2007-04-01;39172
2007-04-02;39173
2007-04-03;39174
2007-04-04;39175
2007-04-05;39176
2007-04-06;39177
2007-04-07;39178
2007-04-08;39179
2007-04-09;39180
2007-04-10;39181
2007-04-11;39182
2007-04-12;39183
2007-04-13;39184
2007-04-14;39185
2007-04-15;39186
2007-04-16;39187
2007-04-17;39188
2007-04-18;39189
2007-04-19;39190
2007-04-20;39191
2007-04-21;39192
2007-04-22;39193
2007-04-23;39194
2007-04-24;39195
2007-04-25;39196
2007-04-26;39197
2007-04-27;39198
2007-04-28;39199
2007-04-29;39200
2007-04-30;39201
2007-05-01;39202
2007-05-02;39203
2007-05-03;39204
2007-05-04;39205
2007-05-05;39206
2007-05-06;39207
2007-05-07;39208
2007-05-08;39209
2007-05-09;39210
2007-05-10;39211
2007-05-11;39212
2007-05-12;39213
2007-05-13;39214
2007-05-14;39215
2007-05-15;39216
2007-05-16;39217
2007-05-17;39218
2007-05-18;39219
2007-05-19;39220
2007-05-20;39221
2007-05-21;39222
2007-05-22;39223
2007-05-23;39224
2007-05-24;39225
2007-05-25;39226
2007-05-26;39227
2007-05-27;39228
2007-05-28;39229
2007-05-29;39230
2007-05-30;39231
2007-05-31;39232
2007-06-01;39233
2007-06-02;39234
2007-06-03;39235
2007-06-04;39236
2007-06-05;39237
2007-06-06;39238
2007-06-07;39239
2007-06-08;39240
2007-06-09;39241
2007-06-10;39242
2007-06-11;39243
2007-06-12;39244
2007-06-13;39245
2007-06-14;39246
2007-06-15;39247
2007-06-16;39248
2007-06-17;39249
2007-06-18;39250
2007-06-19;39251
2007-06-20;39252
2007-06-21;39253
2007-06-22;39254
2007-06-23;39255
2007-06-24;39256
2007-06-25;39257
2007-06-26;39258
2007-06-27;39259
2007-06-28;39260
2007-06-29;39261
2007-06-30;39262
2007-07-01;39263
2007-07-02;39264
2007-07-03;39265
2007-07-04;39266
2007-07-05;39267
2007-07-06;39268
2007-07-07;39269
2007-07-08;39270
2007-07-09;39271
2007-07-10;39272
2007-07-11;39273
2007-07-12;39274
2007-07-13;39275
2007-07-14;39276
2007-07-15;39277
2007-07-16;39278
2007-07-17;39279
2007-07-18;39280
2007-07-19;39281
2007-07-20;39282
2007-07-21;39283
2007-07-22;39284
2007-07-23;39285
2007-07-24;39286
2007-07-25;39287
2007-07-26;39288
2007-07-27;39289
2007-07-28;39290
2007-07-29;39291
2007-07-30;39292
2007-07-31;39293
2007-08-01;39294
2007-08-02;39295
2007-08-03;39296
2007-08-04;39297
2007-08-05;39298
2007-08-06;39299
2007-08-07;39300
2007-08-08;39301
2007-08-09;39302
2007-08-10;39303
2007-08-11;39304
2007-08-12;39305
2007-08-13;39306
2007-08-14;39307
2007-08-15;39308
2007-08-16;39309
2007-08-17;39310
2007-08-18;39311
2007-08-19;39312
2007-08-20;39313
2007-08-21;39314
2007-08-22;39315
